Employee ID,Burn Rate
fffe3700320033003600,0.382153333
fffe31003400310033003000,0.382869565
fffe31003400380034003800,0.411129029
fffe32003300340039003700,0.401663615
fffe31003300360031003300,0.562321234
fffe3500350037003800,0.407849813
fffe32003300350035003400,0.573175119
fffe3600310037003400,0.429791667
fffe3200350036003400,0.325432466
fffe33003100350034003600,0.2725975
fffe3700390038003600,0.420715079
fffe31003200350033003800,0.356442846
fffe32003300320033003400,0.549331556
fffe31003900360035003900,0.0748
fffe3400360036003800,0.659275616
fffe3100320032003000,0.641572109
fffe3900310038003900,0.695683333
fffe3500330032003600,0.7373
fffe3700370034003000,0.446705556
fffe3100310038003800,0.416471005
fffe33003300350036003500,0.7411
fffe33003400390031003600,0.610816667
fffe31003400370035003400,0.381226869
fffe31003600340039003900,0.556795329
fffe31003600350034003300,0.8128
fffe32003900310033003300,0.3921125
fffe32003700300039003800,0.434847525
fffe32003600340036003300,0.054516667
fffe31003100340039003600,0.402176053
fffe31003700340036003000,0.46069017
fffe31003600390030003700,0.289390909
fffe32003500320036003900,0.592697269
fffe32003200330033003700,0.2407
fffe32003500380035003600,0.29235
fffe32003900330030003800,0.207469139
fffe3700360031003700,0.786185357
fffe31003400350032003300,0.382385417
fffe31003000300034003900,0.3270625
fffe31003500370032003200,0.556853776
fffe31003400330039003100,0.6231
fffe33003100340037003400,0.37966424
fffe33003300390033003500,0.751813333
fffe390035003800,0.436763491
fffe31003500310033003600,0.414086667
fffe31003600390032003600,0.4964
fffe31003600300038003000,0.36772
fffe3800390036003400,0.302330515
fffe33003100380031003200,0.3712
fffe33003100390033003000,0.582194645
fffe31003100370034003800,0.0399
fffe32003500370034003400,0.453346102
fffe350039003100,0.8927
fffe31003000340030003500,0.310103668
fffe33003300340034003300,0.3635
fffe31003600330032003500,0.8294
fffe31003400350037003900,0.5167
fffe31003800370035003000,0.655134873
fffe3400320037003600,0.290535893
fffe33003100390034003000,0.562815722
fffe31003000340037003600,0.360018994
fffe3800380033003600,0.57859098
fffe33003300380030003100,0.564028492
fffe3900370035003800,0.396886667
fffe3800370031003400,0.1765
fffe3600380039003100,0.376904984
fffe3100300039003200,0.511905425
fffe31003000330034003700,0.272616078
fffe33003400390034003000,0.229998703
fffe32003600360035003500,0.2621
fffe3900380031003100,0.500079524
fffe3200350035003000,0.593167476
fffe32003400310032003000,0.687857346
fffe33003200340033003300,0.677133333
fffe3800340035003200,0.636533333
fffe32003300360035003400,0.543289509
fffe3200380031003700,0.357516781
fffe31003200360035003900,0.555358788
fffe33003200320036003800,0.2357375
fffe31003500320035003500,0.433255194
fffe31003400330039003500,0.631688082
fffe32003600360038003200,0.434898169
fffe33003000,0.218117652
fffe33003300370036003900,0.561349232
fffe31003200310031003600,0.563111711
fffe33003400320035003000,0.363604157
fffe33003100300036003800,0.243935039
fffe3200370037003800,0.566064504
fffe32003500300036003500,0.400979827
fffe32003800380034003300,0.618060191
fffe33003100350032003000,0.54545
fffe31003300340031003000,0.60983465
fffe32003100390031003500,0.65591146
fffe3100380034003300,0.550966667
fffe31003100320030003300,0.559866667
fffe31003200350035003800,0.573730889
fffe31003200350034003500,0.706665909
fffe32003500380037003700,0.441373434
fffe32003500320031003100,0.051383333
fffe3700310035003300,0.724132294
fffe31003300390035003400,0.431573142
fffe31003400390037003000,0.375505161
fffe32003600300037003100,0.7074
fffe3900380038003700,0.584658857
fffe3600390031003300,0.52967831
fffe33003100390031003100,0.634863711
fffe3100320036003300,0.5361
fffe3900350030003300,0.433350978
fffe32003300350036003100,0.539627796
fffe33003200360032003400,0.363067607
fffe31003400320038003000,0.181036905
fffe31003300310033003900,0.1705
fffe3800300034003300,0.478674488
fffe32003200370031003200,0.563792784
fffe31003400340039003200,0.357436923
fffe32003600340039003600,0.535751667
fffe33003100370036003600,0.556790196
fffe32003600320031003600,0.528351486
fffe32003000380030003700,0.449498093
fffe32003700340034003800,0.441604709
fffe32003100350030003100,0.351342318
fffe32003400380031003200,0.39283046
fffe31003300370030003800,0.691717143
fffe32003500360031003400,0.646937143
fffe3600370037003500,0.228757179
fffe32003300380034003100,0.552891889
fffe32003800310031003300,0.717644782
fffe31003700330031003300,0.595456745
fffe32003000300036003900,0.779514286
fffe31003200370032003100,0.73375
fffe3500340039003400,0.438356277
fffe32003400330037003400,0.562852206
fffe31003000340039003900,0.450749062
fffe31003600350038003800,0.9107
fffe3400320039003600,0.0445
fffe3800310034003200,0.401645702
fffe31003500340033003600,0.210402904
fffe3700340036003200,0.326929757
fffe32003800340036003200,0.644273254
fffe3700390035003900,0.177912143
fffe32003500300039003100,0.6154825
fffe31003800340039003900,0.459380769
fffe32003200360032003300,0.583634396
fffe3900370038003200,0.7169
fffe3400300031003000,0.344903861
fffe31003700390036003500,0.536411667
fffe32003000390035003900,0.527725888
fffe32003400330038003700,0.587173191
fffe32003100300037003100,0.505133333
fffe32003700390038003300,0.460124094
fffe31003400380034003400,0.583027648
fffe31003500310036003100,0.570033333
fffe31003200360032003300,0.4855825
fffe33003400350032003300,0.423536555
fffe32003300300035003300,0.2808
fffe33003200380031003700,0.3844
fffe3700360039003000,0.1871
fffe33003300310035003000,0.509812637
fffe31003500390036003900,0.538405
fffe380037003500,0.391317949
fffe31003200330033003100,0.279241667
fffe31003200320032003700,0.504738782
fffe33003000380031003700,0.228648095
fffe32003400320032003300,0.598675562
fffe33003000340035003500,0.633613333
fffe31003800320033003300,0.345032686
fffe3600390031003800,0.522565178
fffe33003300370036003700,0.15877254
fffe31003600390032003000,0.27656875
fffe32003000350038003100,0.28949078
fffe31003500330033003400,0.255702824
fffe32003000380032003800,0.604997353
fffe31003400350032003000,0.197633333
fffe31003300300037003700,0.39494119
fffe310032003900,0.610399803
fffe33003200380036003500,0.377071523
fffe3900340033003300,0.402553333
fffe33003000380036003000,0.678676618
fffe31003500300038003400,0.38584529
fffe3500350036003500,0.414712794
fffe3600350033003500,0.316223882
fffe33003200300037003100,0.336133333
fffe3300310032003000,0.721899384
fffe32003100300034003800,0.33150625
fffe3300320038003500,0.565597495
fffe32003000330035003400,0.594452778
fffe3800330036003800,0.323587222
fffe3600360030003200,0.457363258
fffe3500380036003000,0.521268194
fffe31003200380036003500,0.9162
fffe3200380038003300,0.491636621
fffe33003400390031003100,0.614271759
fffe3700320039003400,0.757653016
fffe31003600380030003100,0.210048518
fffe3900300035003800,0.28312467
fffe31003300360036003900,0.500375
fffe31003100360032003200,0.638394936
fffe31003500340031003600,0.477871598
fffe31003000300034003700,0.420895238
fffe3600380032003700,0.274919048
fffe32003800310037003800,0.397510723
fffe31003600370034003600,0.582510183
fffe32003400320038003600,0.586043414
fffe32003300340036003200,0.681192222
fffe3500300038003900,0.570692598
fffe31003500360036003000,0.4824
fffe31003000390036003800,0.594593528
fffe3900320031003600,0.2561
fffe33003300360035003400,0.61626657
fffe31003100370038003700,0.333140774
fffe33003300320034003500,0.24536
fffe3300370033003700,0.383198238
fffe32003000320030003100,0.262740873
fffe32003400320036003000,0.401830232
fffe33003200330037003600,0.344392857
fffe31003900380031003100,0.838
fffe3700350035003200,0.266412329
fffe32003100310030003200,0.281373884
fffe31003100370031003400,0.442865992
fffe31003800370030003700,0.238840357
fffe3700370034003600,0.59411745
fffe3900370039003400,0.293779464
fffe32003500330035003600,0.315103333
fffe31003300360031003900,0.443387801
fffe32003300380034003800,0.503897727
fffe31003800390035003000,0.757067944
fffe31003100300039003300,0.595541684
fffe32003100350033003200,0.574893619
fffe3200360034003100,0.030994444
fffe32003200340033003800,0.240772222
fffe32003600360030003100,0.648601746
fffe31003600340033003500,0.509949762
fffe3200330030003800,0.270841667
fffe32003900370035003300,0.406089714
fffe31003500380031003300,0.0489
fffe31003600360038003400,0.42394
fffe3400380034003800,0.3456375
fffe33003100380039003200,0.291
fffe31003100330034003200,0.483622143
fffe31003600340030003800,0.425003553
fffe3100380035003900,0.256202503
fffe32003900380039003500,0.1417
fffe31003700300030003800,0.567724913
fffe31003800370031003800,0.629328333
fffe3200330033003600,0.191532817
fffe3700360038003700,0.7687
fffe3300320031003700,0.54990664
fffe31003100360030003200,0.416741067
fffe31003300360036003800,0.431514864
fffe32003100390033003800,0.4866
fffe31003900350039003000,0.456464368
fffe32003200320033003300,0.427675
fffe32003800340035003300,0.552906882
fffe31003100330032003800,0.33775
fffe3400350039003900,0.5054
fffe3800310036003000,0.330042879
fffe31003600320033003600,0.377193787
fffe32003400370039003500,0.440316667
fffe3700300036003800,0.2686
fffe33003000300033003200,0.475494372
fffe33003000370037003100,0.587469758
fffe31003100320038003100,0.61399136
fffe32003500370035003700,0.677141667
fffe31003100320038003500,0.802485784
fffe32003600300035003500,0.314007703
fffe32003600300034003900,0.359033333
fffe3300320039003400,0.3532875
fffe32003800390033003300,0.676393052
fffe31003600340035003800,0.5067136
fffe32003000390030003700,0.29758394
fffe31003300320038003100,0.415884604
fffe31003600370030003700,0.169371429
fffe32003000330039003400,0.547791129
fffe31003800340037003100,0.50219729
fffe31003500370038003900,0.241856529
fffe3500300037003700,0.5594875
fffe32003000320037003300,0.3417
fffe31003900320036003700,0.566178792
fffe31003900350038003800,0.717991706
fffe31003800300034003200,0.363225753
fffe33003400350036003800,0.694418723
fffe31003400340034003400,0.65964
fffe32003600320037003200,0.339989823
fffe3300390033003300,0.398452672
fffe32003200300031003300,0.370318024
fffe3100360036003100,0.344594954
fffe31003100320039003900,0.360790073
fffe32003700350031003400,0.553509834
fffe33003100360033003100,0.586190763
fffe3400310039003600,0.382211905
fffe32003300330036003400,0.554929398
fffe33003100320038003300,0.547374692
fffe32003200330034003600,0.3765
fffe31003700350038003500,0.593310897
fffe32003100390030003900,0.351350942
fffe31003000330036003000,0.235502556
fffe390034003300,0.161739286
fffe3300310039003200,0.390800286
fffe31003700320030003600,0.315552381
fffe31003500330030003600,0.649258929
fffe32003300360039003200,0.78536
fffe3500350031003400,0.350225
fffe33003000390037003000,0.470737479
fffe3800340030003800,0.8911
fffe3500390039003500,0.521740695
fffe32003100330033003100,0.330657143
fffe31003900380035003800,0.7483335
fffe31003200370033003400,0.315825
fffe33003300340036003500,0.464607905
fffe3900380032003000,0.44995437
fffe32003700370035003500,0.073
fffe31003900330039003500,0.40077872
fffe32003400300036003900,0.2252
fffe31003800320037003800,0.190495833
fffe3400360039003400,0.598735887
fffe32003700390036003000,0.180120833
fffe320032003600,0.627976459
fffe31003200300037003300,0.29615119
fffe3700380033003700,0.583315473
fffe330038003800,0.527015473
fffe33003200340038003100,0.221581318
fffe32003800370035003100,0.182650563
fffe3800300036003000,0.582095258
fffe32003200340039003800,0.407935066
fffe31003600320033003900,0.024913333
fffe3500340037003700,0.443449461
fffe32003500340039003100,0.541815931
fffe31003400380033003100,0.385421315
fffe3600370031003600,0.1877
fffe32003600360035003000,0.281099557
fffe33003100380037003100,0.662088889
fffe32003900390035003100,0.586970212
fffe3800360039003300,0.293573764
fffe32003200310035003200,0.349957169
fffe31003200340036003300,0.481482278
fffe32003300340033003900,0.636476079
fffe32003800380033003500,0.628816667
fffe32003400380039003400,0.5
fffe3500350037003700,0.36414286
fffe32003700330037003800,0.366788103
fffe3700320030003800,0.528792879
fffe31003400350033003300,0.507156667
fffe380030003600,0.664707937
fffe31003300380038003400,0.246670548
fffe31003300330038003300,0.580574177
fffe33003200390039003800,0.148495
fffe31003000340034003200,0.531217577
fffe3700310031003400,0.440931111
fffe32003500350032003100,0.91035
fffe3100310037003400,0.545398254
fffe33003200360031003600,0.670416451
fffe31003900300038003300,0.27475
fffe3400380039003900,0.801197806
fffe3500330036003500,0.58018671
fffe3800330035003100,0.7151
fffe3100310032003200,0.35372484
fffe32003200340030003600,0.370563548
fffe33003300370038003900,0.257663026
fffe340035003600,0.570421534
fffe31003800370038003200,0.399038092
fffe3900330035003200,0.8427
fffe31003700340039003300,0.719860088
fffe3100300034003300,0.4769
fffe32003200380035003400,0.71848
fffe3700300030003100,0.401498432
fffe3600370034003300,0.456101638
fffe31003700300037003700,0.617921154
fffe3900300032003200,0.382031661
fffe32003200340033003500,0.40001337
fffe31003500370034003300,0.2809
fffe32003500350033003100,0.2340775
fffe33003300360033003600,0.287883333
fffe3900310038003000,0.084566667
fffe31003100390032003800,0.76938
fffe32003900340038003500,0.59969386
fffe32003000300030003000,0.590821111
fffe31003600380037003000,0.7303
fffe32003900330035003000,0.37427701
fffe3600310031003500,0.293216667
fffe3200380033003400,0.259545315
fffe32003800310030003700,0.88455
fffe3900300032003300,0.386703553
fffe33003400350039003800,0.327257059
fffe31003600310033003100,0.557425618
fffe31003700320039003100,0.188475
fffe3600360034003900,0.223066667
fffe31003800310031003000,0.385862874
fffe33003300320039003300,0.438920828
fffe3200380032003700,0.479176315
fffe3400390032003700,0.557492577
fffe32003900360031003000,0.7834
fffe33003400360031003100,0.424662678
fffe32003700380033003200,0.549129044
fffe3500380030003100,0.656324444
fffe32003400370036003400,0.447217271
fffe33003100360033003700,0.334269048
fffe32003800380031003100,0.445522902
fffe3400310031003000,0.4378
fffe31003800370030003500,0.26185
fffe3700360036003800,0.597768891
fffe32003300310030003000,0.26092458
fffe32003300340036003900,0.405791667
fffe32003600310039003200,0.412490302
fffe3100380030003000,0.64135812
fffe3500310035003900,0.8014
fffe33003400360030003800,0.432037936
fffe32003000300034003500,0.711578333
fffe32003600330037003000,0.634636594
fffe3900300034003600,0.38156108
fffe31003400380036003000,0.364575
fffe31003400350031003000,0.109
fffe31003600360036003200,0.622751649
fffe32003100360035003900,0.461948039
fffe31003600340030003200,0.412046268
fffe31003200370037003600,0.430551333
fffe3200380039003300,0.31504
fffe3800340030003700,0.356759149
fffe31003200310030003400,0.484304025
fffe330037003700,0.11496
fffe31003600360035003500,0.1388
fffe31003700320032003900,0.612035339
fffe31003400360033003300,0.416200238
fffe3800350031003600,0.663658333
fffe33003400380032003300,0.552051623
fffe33003100340038003100,0.396813811
fffe32003300340032003300,0.328994167
fffe32003400320035003300,0.76911875
fffe32003900340034003200,0.550034958
fffe32003600330036003200,0.834190751
fffe32003800340039003900,0.19812
fffe32003800350037003600,0.171333333
fffe31003500330035003500,0.583363662
fffe3100380030003700,0.196463333
fffe31003200380031003800,0.391576562
fffe3600320034003100,0.4016
fffe31003700310033003100,0.290302778
fffe31003800300037003600,0.419656647
fffe33003000380036003200,0.6428
fffe31003200360036003000,0.568569804
fffe31003400340032003200,0.473538619
fffe3100380033003100,0.448849177
fffe32003300310032003400,0.599226251
fffe32003000330035003700,0.765933333
fffe31003800340038003100,0.294671039
fffe32003900350035003700,0.413115552
fffe31003300390039003700,0.771929167
fffe3600370036003200,0.190627381
fffe31003900380030003700,0.418390981
fffe3600390035003300,0.597418543
fffe3600370032003300,0.626340789
fffe310032003800,0.574941624
fffe32003800340031003100,0.1331
fffe32003900330036003200,0.688666944
fffe33003100370033003200,0.37031924
fffe33003400370039003300,0.515121429
fffe32003300370031003300,0.30186
fffe33003000330032003800,0.697310952
fffe31003900380032003100,0.272133333
fffe31003300340036003700,0.414656205
fffe3700360030003800,0.0544
fffe32003800340031003000,0.425271429
fffe33003100300037003400,0.072657143
fffe32003400370036003900,0.425918438
fffe32003000330031003900,0.518598403
fffe32003900340038003600,0.391789817
fffe32003100320033003500,0.071466667
fffe3800340034003600,0.423052302
fffe33003300320035003700,0.500171607
fffe32003700350033003100,0.329232543
fffe31003100350038003500,0.235366667
fffe31003600310038003100,0.536238929
fffe31003800350039003300,0.543314827
fffe33003400320037003400,0.326740694
fffe31003100390030003500,0.409193155
fffe3500310033003500,0.474185292
fffe32003100380033003800,0.666794286
fffe33003100380039003700,0.704495844
fffe32003800300035003900,0.7123
fffe3400340039003200,0.605266667
fffe32003100360032003300,0.464357333
fffe33003300360037003000,0.0359
fffe32003600360033003400,0.8537
fffe31003100300031003200,0.693038876
fffe3400390036003800,0.22225
fffe33003200330030003900,0.438260649
fffe32003000380036003700,0.4566
fffe3700310034003200,0.4551
fffe32003500310034003000,0.5560375
fffe31003300380036003000,0.550243963
fffe32003100330033003300,0.573211982
fffe3700340036003100,0.734742857
fffe33003100350039003900,0.488706075
fffe32003300300034003900,0.463227414
fffe31003700320031003100,0.23850754
fffe32003400330031003500,0.532135714
fffe33003100320032003200,0.399481751
fffe33003000390038003600,0.607202758
fffe32003600370031003100,0.9266
fffe3200340038003900,0.311645556
fffe31003600380038003300,0.271695
fffe31003200350033003300,0.734709802
fffe3600370031003300,0.347585902
fffe33003100360031003800,0.377452051
fffe32003500370034003600,0.394137022
fffe33003000310032003400,0.24329
fffe32003000370031003300,0.1663
fffe31003300320032003200,0.556483333
fffe3200370038003600,0.3408
fffe33003300380032003100,0.5397
fffe31003300330038003600,0.694703571
fffe3900360037003000,0.2714
fffe32003600360031003200,0.560782436
fffe33003300350038003100,0.591377476
fffe31003100330034003900,0.39977801
fffe3500340036003500,0.413228603
fffe32003500370030003700,0.8755
fffe3400370033003800,0.508874551
fffe31003900300039003400,0.432673098
fffe31003300340034003600,0.405813398
fffe33003100380038003700,0.425639003
fffe31003900380034003400,0.344995952
fffe31003200320031003000,0.0384
fffe3300380038003500,0.671034423
fffe31003500300038003500,0.2591
fffe3600320038003300,0.573926672
fffe32003200380037003600,0.461
fffe32003800350031003000,0.290177447
fffe3800360036003000,0.210033333
fffe31003300340038003000,0.304079669
fffe32003600350039003700,0.687268077
fffe32003900310031003400,0.410621726
fffe31003900300033003800,0.600260606
fffe33003000340030003400,0.431255885
fffe31003800380031003800,0.232438462
fffe31003800350031003600,0.428366667
fffe32003500350036003800,0.638326912
fffe3300390037003000,0.328705128
fffe31003000320037003500,0.317
fffe32003000370038003000,0.197065556
fffe3500340033003100,0.1451
fffe32003100370039003500,0.388753889
fffe33003200330035003500,0.319783333
fffe32003900300033003100,0.348138724
fffe31003200310032003100,0.08
fffe31003800300032003400,0.422221183
fffe33003300310034003600,0.681928571
fffe33003400320039003100,0.3016
fffe31003100320032003300,0.248637121
fffe31003100310034003200,0.286701961
fffe31003600390034003400,0.571135255
fffe31003600340033003600,0.596608393
fffe32003000390038003800,0.477754721
fffe31003100340038003400,0.515145896
fffe31003700370036003800,0.372498843
fffe3900350032003900,0.625800833
fffe31003000300036003800,0.386986815
fffe32003700300030003400,0.568653333
fffe31003800360036003600,0.450866667
fffe3700380031003100,0.814078398
fffe3100310036003000,0.211737829
fffe31003800380038003200,0.549288083
fffe33003200390033003400,0.471706506
fffe3500390039003100,0.365425431
fffe33003300310030003400,0.43459
fffe31003500350035003000,0.38551248
fffe33003200330037003100,0.440752562
fffe33003200360031003500,0.2663
fffe32003800360039003200,0.621179167
fffe31003600350035003000,0.313400549
fffe32003500300037003400,0.302101111
fffe3200330034003300,0.44625
fffe31003100380032003200,0.1124
fffe33003100340031003200,0.711404248
fffe33003400300036003400,0.418166518
fffe31003800310032003800,0.52835
fffe3900380030003500,0.532730739
fffe31003600310036003900,0.285133824
fffe3600320039003300,0.467253235
fffe32003500340037003800,0.206663462
fffe31003800390033003000,0.399011563
fffe32003400340033003200,0.2796
fffe31003400370034003600,0.333495216
fffe33003000300030003900,0.184433333
fffe32003800350033003100,0.258379773
fffe3100320036003200,0.416677723
fffe32003500330034003900,0.241842857
fffe3800380036003800,0.425369417
fffe31003300360033003700,0.428625549
fffe32003500390031003200,0.305813095
fffe3500320034003600,0.441810841
fffe32003500310034003800,0.454996231
fffe3700320038003100,0.549569653
fffe33003400330039003900,0.3775
fffe3500390036003800,0.493166218
fffe3600370039003100,0.309248718
fffe32003000370035003200,0.34882
fffe31003400320039003800,0.26389316
fffe31003100340030003900,0.664625
fffe32003300310039003600,0.198852033
fffe3600390033003800,0.605866667
fffe3300380038003700,0.765688883
fffe32003600330038003100,0.288426667
fffe31003600390034003300,0.225700164
fffe33003200390030003000,0.450477864
fffe33003400320036003200,0.578365972
fffe32003600330037003800,0.336473684
fffe31003800370037003000,0.295392056
fffe3400340038003800,0.484037158
fffe32003700390031003800,0.189975
fffe31003300360030003300,0.8791
fffe32003200310032003000,0.553111905
fffe32003600370030003900,0.394519834
fffe3100350036003500,0.316733333
fffe31003200370037003000,0.671077056
fffe33003400340036003000,0.209692231
fffe3200350032003500,0.428618829
fffe350034003400,0.093016667
fffe33003400310037003500,0.26595
fffe32003200300037003500,0.2845
fffe320033003300,0.70738
fffe3300380035003700,0.460709106
fffe31003100320030003700,0.7108
fffe3600340037003300,0.409940826
fffe31003100370038003900,0.210804167
fffe3400320038003200,0.414843452
fffe3100340036003900,0.408538083
fffe31003500300033003900,0.299387301
fffe31003600350038003100,0.2278
fffe32003800330035003700,0.383399993
fffe3100300032003600,0.3438
fffe33003300330037003700,0.569996697
fffe32003100320031003000,0.406087705
fffe320034003300,0.475842256
fffe3700300030003000,0.770188889
fffe32003700330031003300,0.27145
fffe32003200300032003300,0.269797057
fffe3100350030003600,0.5057
fffe31003000320030003700,0.507227024
fffe3500360032003600,0.267176797
fffe33003000360030003600,0.283514236
fffe31003500370033003300,0.288415021
fffe33003400390034003600,0.529589828
fffe32003400310034003400,0.423193486
fffe31003600340036003900,0.559916224
fffe3400370039003200,0.57871381
fffe3800340031003000,0.331974
fffe31003800360038003500,0.417372389
fffe3300390039003100,0.466446436
fffe32003700340039003600,0.591695981
fffe32003700320033003500,0.1847375
fffe31003200330036003000,0.571642182
fffe31003000350036003000,0.211467492
fffe3400390033003100,0.584076407
fffe32003100370037003600,0.396283333
fffe32003000380036003100,0.6462
fffe32003700320035003100,0.411308687
fffe3400320030003700,0.333
fffe31003700350039003400,0.364991258
fffe31003800340038003400,0.561230481
fffe33003000350033003800,0.828625
fffe33003100390031003900,0.595009278
fffe31003600390034003600,0.3233
fffe3400300039003900,0.4009
fffe31003000380034003200,0.386576313
fffe31003600310036003000,0.398191358
fffe3600300036003000,0.296050584
fffe3200370035003000,0.50983079
fffe3200320034003800,0.400987262
fffe32003500380033003000,0.12174619
fffe32003200380037003200,0.507787107
fffe32003200380038003000,0.529334435
fffe32003700300032003300,0.366309704
fffe32003400390036003100,0.044171429
fffe3400300038003000,0.41725007
fffe33003400390039003600,0.444703682
fffe3900340038003700,0.427604762
fffe33003300370034003400,0.581102817
fffe31003300330032003700,0.465045833
fffe31003200300035003200,0.155198571
fffe32003800390030003500,0.519428571
fffe33003000340035003000,0.425661944
fffe3200340030003500,0.1716
fffe32003800380034003000,0.112765238
fffe32003900310037003700,0.51670992
fffe3400360031003500,0.415871795
fffe3600360037003100,0.357505556
fffe32003000310034003500,0.667746597
fffe32003000310037003400,0.461099362
fffe32003300370033003600,0.8971
fffe3100330031003500,0.575411961
fffe32003300300034003200,0.1404
fffe31003000370033003900,0.4681881
fffe3500330031003100,0.403327822
fffe3600330031003100,0.549233333
fffe3200320035003700,0.422805619
fffe33003100300033003200,0.418967381
fffe32003400350039003100,0.531533224
fffe3800360039003000,0.5135
fffe310036003500,0.600843862
fffe31003900350032003100,0.72251875
